Starting the logger (C:\Users\philipoe\AppData\Local\Android\Sdk/platform-tools/adb logcat *:S ReactNative:V ReactNativeJS:V)...
--------- beginning of main
--------- beginning of system
10-23 18:07:01.806  2970  3021 I ReactNativeJS: val:0;this.compensDelta:168885.2592;this.cur_value_ground_move:-5203.5858
10-23 18:07:01.900  2970  3021 I ReactNativeJS: val:0;this.compensDelta:174088.845;this.cur_value_ground_move:-5193.153
10-23 18:07:01.997  2970  3021 I ReactNativeJS: val:0;this.compensDelta:179281.998;this.cur_value_ground_move:-5178.7512
10-23 18:07:02.097  2970  3021 I ReactNativeJS: val:0;this.compensDelta:184460.7492;this.cur_value_ground_move:-5167.2978
10-23 18:07:02.214  2970  3021 I ReactNativeJS: val:0;this.compensDelta:189628.047;this.cur_value_ground_move:-5157.999
10-23 18:07:02.322  2970  3021 I ReactNativeJS: val:0;this.compensDelta:194786.046;this.cur_value_ground_move:-5145.4116
10-23 18:07:02.439  2970  3021 I ReactNativeJS: val:0;this.compensDelta:199931.4576;this.cur_value_ground_move:-5128.515
10-23 18:07:02.569  2970  3021 I ReactNativeJS: val:0;this.compensDelta:205059.9726;this.cur_value_ground_move:-5116.7214
10-23 18:07:02.676  2970  3021 I ReactNativeJS: val:0;this.compensDelta:210176.69400000002;this.cur_value_ground_move:-5104.9278
10-23 18:07:02.817  2970  3021 I ReactNativeJS: val:0;this.compensDelta:215281.62180000002;this.cur_value_ground_move:-5090.6394
10-23 18:07:02.942  2970  3021 I ReactNativeJS: val:0;this.compensDelta:220372.2612;this.cur_value_ground_move:-5071.4748
10-23 18:07:03.080  2970  3021 I ReactNativeJS: val:0;this.compensDelta:225443.736;this.cur_value_ground_move:-5061.3822
10-23 18:07:03.212  2970  3021 I ReactNativeJS: val:0;this.compensDelta:230505.1182;this.cur_value_ground_move:-5045.8464
10-23 18:07:03.321  2970  3021 I ReactNativeJS: val:0;this.compensDelta:235550.9646;this.cur_value_ground_move:-5028.8364
10-23 18:07:03.463  2970  3021 I ReactNativeJS: val:0;this.compensDelta:240579.801;this.cur_value_ground_move:-5017.2696
10-23 18:07:03.571  2970  3021 I ReactNativeJS: val:0;this.compensDelta:245597.0706;this.cur_value_ground_move:-5001.3936
10-23 18:07:03.708  2970  3021 I ReactNativeJS: val:0;this.compensDelta:250598.46420000002;this.cur_value_ground_move:-4989.2598
10-23 18:07:03.810  2970  3021 I ReactNativeJS: val:0;this.compensDelta:255587.72400000002;this.cur_value_ground_move:-4978.7136
10-23 18:07:03.915  2970  3021 I ReactNativeJS: val:0;this.compensDelta:260566.4376;this.cur_value_ground_move:-4962.951
10-23 18:07:04.021  2970  3021 I ReactNativeJS: val:0;this.compensDelta:265529.3886;this.cur_value_ground_move:-4949.2296
10-23 18:07:04.140  2970  3021 I ReactNativeJS: val:0;this.compensDelta:270478.6182;this.cur_value_ground_move:-4938.4565999999995
10-23 18:07:04.252  2970  3021 I ReactNativeJS: val:0;this.compensDelta:275417.0748;this.cur_value_ground_move:-4926.7764
10-23 18:07:04.373  2970  3021 I ReactNativeJS: val:0;this.compensDelta:280343.8512;this.cur_value_ground_move:-4911.1272
10-23 18:07:04.465  2970  3021 I ReactNativeJS: val:0;this.compensDelta:285254.97839999996;this.cur_value_ground_move:-4898.6532
10-23 18:07:04.616  2970  3021 I ReactNativeJS: val:0;this.compensDelta:290153.63159999996;this.cur_value_ground_move:-4886.973
10-23 18:07:04.726  2970  3021 I ReactNativeJS: val:0;this.compensDelta:295040.60459999996;this.cur_value_ground_move:-4872.4578
10-23 18:07:04.806  2970  3021 I ReactNativeJS: val:0;this.compensDelta:299913.06239999994;this.cur_value_ground_move:-4860.891
10-23 18:07:04.919  2970  3021 I ReactNativeJS: val:0;this.compensDelta:304773.95339999994;this.cur_value_ground_move:-4847.283
10-23 18:07:05.022  2970  3021 I ReactNativeJS: val:0;this.compensDelta:309621.23639999994;this.cur_value_ground_move:-4835.6028
10-23 18:07:05.166  2970  3021 I ReactNativeJS: val:0;this.compensDelta:314456.83919999993;this.cur_value_ground_move:-4822.902
10-23 18:07:05.265  2970  3021 I ReactNativeJS: val:0;this.compensDelta:319279.74119999993;this.cur_value_ground_move:-4808.0466
10-23 18:07:05.379  2970  3021 I ReactNativeJS: val:0;this.compensDelta:324087.78779999993;this.cur_value_ground_move:-4795.0056
10-23 18:07:05.515  2970  3021 I ReactNativeJS: val:0;this.compensDelta:328882.7933999999;this.cur_value_ground_move:-4784.5728
10-23 18:07:05.612  2970  3021 I ReactNativeJS: val:0;this.compensDelta:333667.36619999993;this.cur_value_ground_move:-4768.6968
10-23 18:07:05.730  2970  3021 I ReactNativeJS: val:0;this.compensDelta:338436.0629999999;this.cur_value_ground_move:-4757.5836
10-23 18:07:05.838  2970  3021 I ReactNativeJS: val:0;this.compensDelta:343193.6465999999;this.cur_value_ground_move:-4743.0684
10-23 18:07:05.950  2970  3021 I ReactNativeJS: val:0;this.compensDelta:347936.7149999999;this.cur_value_ground_move:-4731.8418
10-23 18:07:06.061  2970  3021 I ReactNativeJS: val:0;this.compensDelta:352668.5567999999;this.cur_value_ground_move:-4719.141
10-23 18:07:06.186  2970  3021 I ReactNativeJS: val:0;this.compensDelta:357387.6977999999;this.cur_value_ground_move:-4707.234
10-23 18:07:06.286  2970  3021 I ReactNativeJS: val:0;this.compensDelta:362094.9317999999;this.cur_value_ground_move:-4692.2652
10-23 18:07:06.410  2970  3021 I ReactNativeJS: val:0;this.compensDelta:366787.1969999999;this.cur_value_ground_move:-4678.0902
10-23 18:07:06.521  2970  3021 I ReactNativeJS: val:0;this.compensDelta:371465.2871999999;this.cur_value_ground_move:-4668.678
10-23 18:07:06.647  2970  3021 I ReactNativeJS: val:0;this.compensDelta:376133.9651999999;this.cur_value_ground_move:-4652.0082
10-23 18:07:06.760  2970  3021 I ReactNativeJS: val:0;this.compensDelta:380785.9733999999;this.cur_value_ground_move:-4643.0496
10-23 18:07:06.894  2970  3021 I ReactNativeJS: val:0;this.compensDelta:385429.0229999999;this.cur_value_ground_move:-4628.3076
10-23 18:07:07.001  2970  3021 I ReactNativeJS: val:0;this.compensDelta:390057.3305999999;this.cur_value_ground_move:-4613.5656
10-23 18:07:07.188  2970  3021 I ReactNativeJS: val:0;this.compensDelta:394670.8961999999;this.cur_value_ground_move:-4590.999
10-23 18:07:07.198  2970  3021 I ReactNativeJS: val:0.9953053523203262;this.compensDelta:399261.8951999999;this.cur_value_ground_move:-4590.999
10-23 18:07:07.227  2970  3021 I ReactNativeJS: val:0.9881847993827161;this.compensDelta:399283.44832280267;this.cur_value_ground_move:-4587.3702
10-23 18:07:07.244  2970  3021 I ReactNativeJS: val:0.9822629898313492;this.compensDelta:399337.6490220214;this.cur_value_ground_move:-4585.2155999999995
10-23 18:07:07.291  2970  3021 I ReactNativeJS: val:0.9822629898313492;this.compensDelta:399418.9770377441;this.cur_value_ground_move:-4585.2155999999995
10-23 18:07:07.336  2970  3021 I ReactNativeJS: val:0.9716476090580908;this.compensDelta:399500.30505346676;this.cur_value_ground_move:-4585.2155999999995
10-23 18:07:07.359  2970  3021 I ReactNativeJS: val:0.9716476090580908;this.compensDelta:399630.3068787109;this.cur_value_ground_move:-4570.7004
10-23 18:07:07.364  2970  3021 I ReactNativeJS: val:0.9504816502700617;this.compensDelta:399759.89716333005;this.cur_value_ground_move:-4570.7004
10-23 18:07:07.460  2970  3021 I ReactNativeJS: val:0.9504816502700617;this.compensDelta:399986.230704248;this.cur_value_ground_move:-4559.0202
10-23 18:07:07.467  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:400211.98586093745;this.cur_value_ground_move:-4559.0202
10-23 18:07:07.574  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:400455.4682242431;this.cur_value_ground_move:-4548.1338
10-23 18:07:07.692  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:400698.3691805175;this.cur_value_ground_move:-4532.7114
10-23 18:07:07.789  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:400940.446476831;this.cur_value_ground_move:-4521.825
10-23 18:07:07.910  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:401181.9423661132;this.cur_value_ground_move:-4510.485000000001
10-23 18:07:08.016  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:401422.8326230712;this.cur_value_ground_move:-4496.7636
10-23 18:07:08.159  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:401662.9900649169;this.cur_value_ground_move:-4485.9906
10-23 18:07:08.250  2970  3021 I ReactNativeJS: val:0.946593269469246;this.compensDelta:401902.5721560546;this.cur_value_ground_move:-4475.898
10-23 18:07:08.271  2970  3021 I ReactNativeJS: val:0.9470899470899471;this.compensDelta:402141.6152344238;this.cur_value_ground_move:-4469.3207999999995
